distrito, concelho, freguesia, ano e mes, preco_m2
Lisboa,Lisboa,Misericórdia,Maio 2017,5.311
Lisboa,Lisboa,Misericórdia,Abril 2017,5.227
Lisboa,Lisboa,Misericórdia,Março 2017,4.855
Lisboa,Lisboa,Misericórdia,Fevereiro 2017,4.447
Lisboa,Lisboa,Misericórdia,Janeiro 2017,4.499
Lisboa,Lisboa,Misericórdia,Dezembro 2016,4.393
Lisboa,Lisboa,Misericórdia,Novembro 2016,4.183
Lisboa,Lisboa,Misericórdia,Outubro 2016,4.125
Lisboa,Lisboa,Misericórdia,Setembro 2016,4.250
Lisboa,Lisboa,Misericórdia,Agosto 2016,4.595
Lisboa,Lisboa,Misericórdia,Julho 2016,4.810
Lisboa,Lisboa,Misericórdia,Junho 2016,4.654
Lisboa,Lisboa,Misericórdia,Maio 2016,4.452
Lisboa,Lisboa,Misericórdia,Abril 2016,4.708
Lisboa,Lisboa,Misericórdia,Março 2016,4.346
Lisboa,Lisboa,Misericórdia,Fevereiro 2016,4.688
Lisboa,Lisboa,Misericórdia,Janeiro 2016,3.791
Lisboa,Lisboa,Misericórdia,Dezembro 2015,4.987
Lisboa,Lisboa,Misericórdia,Novembro 2015,4.815
Lisboa,Lisboa,Misericórdia,Outubro 2015,3.591
Lisboa,Lisboa,Misericórdia,Setembro 2015,3.303
Lisboa,Lisboa,Misericórdia,Agosto 2015,3.368
Lisboa,Lisboa,Misericórdia,Julho 2015,n.a.
Lisboa,Lisboa,Misericórdia,Junho 2015,n.a.
Lisboa,Lisboa,Misericórdia,Maio 2015,n.a.
Lisboa,Lisboa,Misericórdia,Abril 2015,n.a.
Lisboa,Lisboa,Misericórdia,Março 2015,n.a.
Lisboa,Lisboa,Misericórdia,Fevereiro 2015,n.a.
Lisboa,Lisboa,Misericórdia,Janeiro 2015,n.a.
Lisboa,Lisboa,Olivais,Dezembro 2019,3.049
Lisboa,Lisboa,Olivais,Novembro 2019,3.022
Lisboa,Lisboa,Olivais,Outubro 2019,2.991
Lisboa,Lisboa,Olivais,Setembro 2019,2.994
Lisboa,Lisboa,Olivais,Agosto 2019,3.055
Lisboa,Lisboa,Olivais,Julho 2019,3.051
Lisboa,Lisboa,Olivais,Junho 2019,2.965
Lisboa,Lisboa,Olivais,Maio 2019,2.885
Lisboa,Lisboa,Olivais,Abril 2019,2.962
Lisboa,Lisboa,Olivais,Março 2019,2.992
Lisboa,Lisboa,Olivais,Fevereiro 2019,2.982
Lisboa,Lisboa,Olivais,Janeiro 2019,2.916
Lisboa,Lisboa,Olivais,Dezembro 2018,2.870
Lisboa,Lisboa,Olivais,Novembro 2018,2.832
Lisboa,Lisboa,Olivais,Outubro 2018,2.699
Lisboa,Lisboa,Olivais,Setembro 2018,2.717
Lisboa,Lisboa,Olivais,Agosto 2018,2.919
Lisboa,Lisboa,Olivais,Julho 2018,2.872
Lisboa,Lisboa,Olivais,Junho 2018,2.807
Lisboa,Lisboa,Olivais,Maio 2018,2.764
Lisboa,Lisboa,Olivais,Abril 2018,2.712
Lisboa,Lisboa,Olivais,Março 2018,2.606
Lisboa,Lisboa,Olivais,Fevereiro 2018,2.503
Lisboa,Lisboa,Olivais,Janeiro 2018,2.464
Lisboa,Lisboa,Olivais,Dezembro 2017,2.345
Lisboa,Lisboa,Olivais,Novembro 2017,2.305
Lisboa,Lisboa,Olivais,Outubro 2017,2.256
Lisboa,Lisboa,Olivais,Setembro 2017,2.277
Lisboa,Lisboa,Olivais,Agosto 2017,2.214
Lisboa,Lisboa,Olivais,Julho 2017,2.222
Lisboa,Lisboa,Olivais,Junho 2017,2.225
Lisboa,Lisboa,Olivais,Maio 2017,2.184
Lisboa,Lisboa,Olivais,Abril 2017,2.177
Lisboa,Lisboa,Olivais,Março 2017,2.130
Lisboa,Lisboa,Olivais,Fevereiro 2017,2.089
Lisboa,Lisboa,Olivais,Janeiro 2017,1.996
Lisboa,Lisboa,Olivais,Dezembro 2016,1.930
Lisboa,Lisboa,Olivais,Novembro 2016,2.066
Lisboa,Lisboa,Olivais,Outubro 2016,2.025
Lisboa,Lisboa,Olivais,Setembro 2016,2.033
Lisboa,Lisboa,Olivais,Agosto 2016,1.838
Lisboa,Lisboa,Olivais,Julho 2016,1.769
Lisboa,Lisboa,Olivais,Junho 2016,1.686
Lisboa,Lisboa,Olivais,Maio 2016,1.649
Lisboa,Lisboa,Olivais,Abril 2016,1.633
Lisboa,Lisboa,Olivais,Março 2016,1.580
Lisboa,Lisboa,Olivais,Fevereiro 2016,1.577
Lisboa,Lisboa,Olivais,Janeiro 2016,1.486
Lisboa,Lisboa,Olivais,Dezembro 2015,1.514
Lisboa,Lisboa,Olivais,Novembro 2015,1.605
Lisboa,Lisboa,Olivais,Outubro 2015,1.688
Lisboa,Lisboa,Olivais,Setembro 2015,1.664
Lisboa,Lisboa,Olivais,Agosto 2015,1.640
Lisboa,Lisboa,Olivais,Julho 2015,1.561
Lisboa,Lisboa,Olivais,Junho 2015,1.574
Lisboa,Lisboa,Olivais,Maio 2015,1.585
Lisboa,Lisboa,Olivais,Abril 2015,1.548
Lisboa,Lisboa,Olivais,Março 2015,1.586
Lisboa,Lisboa,Olivais,Fevereiro 2015,1.594
Lisboa,Lisboa,Olivais,Janeiro 2015,1.602
Lisboa,Lisboa,Parque das Nações,Dezembro 2019,5.580
Lisboa,Lisboa,Parque das Nações,Novembro 2019,5.350
Lisboa,Lisboa,Parque das Nações,Outubro 2019,5.420
Lisboa,Lisboa,Parque das Nações,Setembro 2019,5.361
Lisboa,Lisboa,Parque das Nações,Agosto 2019,5.297
Lisboa,Lisboa,Parque das Nações,Julho 2019,5.204
Lisboa,Lisboa,Parque das Nações,Junho 2019,5.024
Lisboa,Lisboa,Parque das Nações,Maio 2019,4.893
Lisboa,Lisboa,Parque das Nações,Abril 2019,4.868
Lisboa,Lisboa,Parque das Nações,Março 2019,4.650
Lisboa,Lisboa,Parque das Nações,Fevereiro 2019,4.613
Lisboa,Lisboa,Parque das Nações,Janeiro 2019,4.596
Lisboa,Lisboa,Parque das Nações,Dezembro 2018,4.692
Lisboa,Lisboa,Parque das Nações,Novembro 2018,4.695
Lisboa,Lisboa,Parque das Nações,Outubro 2018,4.777
Lisboa,Lisboa,Parque das Nações,Setembro 2018,4.776
Lisboa,Lisboa,Parque das Nações,Agosto 2018,4.759
Lisboa,Lisboa,Parque das Nações,Julho 2018,4.710
Lisboa,Lisboa,Parque das Nações,Junho 2018,4.695
Lisboa,Lisboa,Parque das Nações,Maio 2018,4.706
Lisboa,Lisboa,Parque das Nações,Abril 2018,4.706
Lisboa,Lisboa,Parque das Nações,Março 2018,4.675
Lisboa,Lisboa,Parque das Nações,Fevereiro 2018,4.527
Lisboa,Lisboa,Parque das Nações,Janeiro 2018,4.233
Lisboa,Lisboa,Parque das Nações,Dezembro 2017,4.242
Lisboa,Lisboa,Parque das Nações,Novembro 2017,4.192
Lisboa,Lisboa,Parque das Nações,Outubro 2017,3.982
Lisboa,Lisboa,Parque das Nações,Setembro 2017,3.865
Lisboa,Lisboa,Parque das Nações,Agosto 2017,3.776
Lisboa,Lisboa,Parque das Nações,Julho 2017,3.712
Lisboa,Lisboa,Parque das Nações,Junho 2017,3.623
Lisboa,Lisboa,Parque das Nações,Maio 2017,3.638
Lisboa,Lisboa,Parque das Nações,Abril 2017,3.575
Lisboa,Lisboa,Parque das Nações,Março 2017,3.554
Lisboa,Lisboa,Parque das Nações,Fevereiro 2017,3.610
Lisboa,Lisboa,Parque das Nações,Janeiro 2017,3.521
Lisboa,Lisboa,Parque das Nações,Dezembro 2016,3.518
Lisboa,Lisboa,Parque das Nações,Novembro 2016,3.480
Lisboa,Lisboa,Parque das Nações,Outubro 2016,3.433
Lisboa,Lisboa,Parque das Nações,Setembro 2016,3.388
Lisboa,Lisboa,Parque das Nações,Agosto 2016,3.321
Lisboa,Lisboa,Parque das Nações,Julho 2016,3.297
Lisboa,Lisboa,Parque das Nações,Junho 2016,3.307
Lisboa,Lisboa,Parque das Nações,Maio 2016,3.228
Lisboa,Lisboa,Parque das Nações,Abril 2016,3.220
Lisboa,Lisboa,Parque das Nações,Março 2016,3.152
Lisboa,Lisboa,Parque das Nações,Fevereiro 2016,3.097
Lisboa,Lisboa,Parque das Nações,Janeiro 2016,2.975
Lisboa,Lisboa,Parque das Nações,Dezembro 2015,2.963
Lisboa,Lisboa,Parque das Nações,Novembro 2015,2.900
Lisboa,Lisboa,Parque das Nações,Outubro 2015,2.887
Lisboa,Lisboa,Parque das Nações,Setembro 2015,2.739
Lisboa,Lisboa,Parque das Nações,Agosto 2015,2.790
Lisboa,Lisboa,Parque das Nações,Julho 2015,2.541
Lisboa,Lisboa,Parque das Nações,Junho 2015,2.514
Lisboa,Lisboa,Parque das Nações,Maio 2015,2.484
Lisboa,Lisboa,Parque das Nações,Abril 2015,n.a.
Lisboa,Lisboa,Parque das Nações,Março 2015,n.a.
Lisboa,Lisboa,Parque das Nações,Fevereiro 2015,n.a.
Lisboa,Lisboa,Parque das Nações,Janeiro 2015,n.a.
Lisboa,Lisboa,Penha de França,Dezembro 2019,3.545
Lisboa,Lisboa,Penha de França,Novembro 2019,3.495
Lisboa,Lisboa,Penha de França,Outubro 2019,3.505
Lisboa,Lisboa,Penha de França,Setembro 2019,3.534
Lisboa,Lisboa,Penha de França,Agosto 2019,3.503
Lisboa,Lisboa,Penha de França,Julho 2019,3.496
Lisboa,Lisboa,Penha de França,Junho 2019,3.462
Lisboa,Lisboa,Penha de França,Maio 2019,3.505
Lisboa,Lisboa,Penha de França,Abril 2019,3.602
Lisboa,Lisboa,Penha de França,Março 2019,3.614
Lisboa,Lisboa,Penha de França,Fevereiro 2019,3.593
Lisboa,Lisboa,Penha de França,Janeiro 2019,3.508
Lisboa,Lisboa,Penha de França,Dezembro 2018,3.514
Lisboa,Lisboa,Penha de França,Novembro 2018,3.515
Lisboa,Lisboa,Penha de França,Outubro 2018,3.497
Lisboa,Lisboa,Penha de França,Setembro 2018,3.380
Lisboa,Lisboa,Penha de França,Agosto 2018,3.349
Lisboa,Lisboa,Penha de França,Julho 2018,3.249
Lisboa,Lisboa,Penha de França,Junho 2018,3.158
Lisboa,Lisboa,Penha de França,Maio 2018,3.087
Lisboa,Lisboa,Penha de França,Abril 2018,3.031
Lisboa,Lisboa,Penha de França,Março 2018,3.005
Lisboa,Lisboa,Penha de França,Fevereiro 2018,3.013
Lisboa,Lisboa,Penha de França,Janeiro 2018,3.012
Lisboa,Lisboa,Penha de França,Dezembro 2017,2.932
Lisboa,Lisboa,Penha de França,Novembro 2017,2.886
Lisboa,Lisboa,Penha de França,Outubro 2017,2.801
Lisboa,Lisboa,Penha de França,Setembro 2017,2.736
Lisboa,Lisboa,Penha de França,Agosto 2017,2.724
Lisboa,Lisboa,Penha de França,Julho 2017,2.698
Lisboa,Lisboa,Penha de França,Junho 2017,2.673
Lisboa,Lisboa,Penha de França,Maio 2017,2.603
Lisboa,Lisboa,Penha de França,Abril 2017,2.525
Lisboa,Lisboa,Penha de França,Março 2017,2.475
Lisboa,Lisboa,Penha de França,Fevereiro 2017,2.390
Lisboa,Lisboa,Penha de França,Janeiro 2017,2.327
Lisboa,Lisboa,Penha de França,Dezembro 2016,2.194
Lisboa,Lisboa,Penha de França,Novembro 2016,2.165
Lisboa,Lisboa,Penha de França,Outubro 2016,2.150
Lisboa,Lisboa,Penha de França,Setembro 2016,2.065
Lisboa,Lisboa,Penha de França,Agosto 2016,1.996
Lisboa,Lisboa,Penha de França,Julho 2016,1.985
Lisboa,Lisboa,Penha de França,Junho 2016,2.014
Lisboa,Lisboa,Penha de França,Maio 2016,2.037
Lisboa,Lisboa,Penha de França,Abril 2016,2.004
Lisboa,Lisboa,Penha de França,Março 2016,1.933
Lisboa,Lisboa,Penha de França,Fevereiro 2016,1.913
Lisboa,Lisboa,Penha de França,Janeiro 2016,1.742
Lisboa,Lisboa,Penha de França,Dezembro 2015,1.680
Lisboa,Lisboa,Penha de França,Novembro 2015,1.668
Lisboa,Lisboa,Penha de França,Outubro 2015,1.663
Lisboa,Lisboa,Penha de França,Setembro 2015,1.662
Lisboa,Lisboa,Penha de França,Agosto 2015,1.586
Lisboa,Lisboa,Penha de França,Julho 2015,1.384
Lisboa,Lisboa,Penha de França,Junho 2015,n.a.
Lisboa,Lisboa,Penha de França,Maio 2015,1.619
Lisboa,Lisboa,Penha de França,Abril 2015,1.580
Lisboa,Lisboa,Penha de França,Março 2015,1.608
Lisboa,Lisboa,Penha de França,Fevereiro 2015,1.579
Lisboa,Lisboa,Penha de França,Janeiro 2015,1.639
Lisboa,Lisboa,Santa Clara,Dezembro 2019,2.195
Lisboa,Lisboa,Santa Clara,Novembro 2019,2.306
Lisboa,Lisboa,Santa Clara,Outubro 2019,2.321
Lisboa,Lisboa,Santa Clara,Setembro 2019,2.306
Lisboa,Lisboa,Santa Clara,Agosto 2019,2.266
Lisboa,Lisboa,Santa Clara,Julho 2019,2.277
Lisboa,Lisboa,Santa Clara,Junho 2019,2.359
Lisboa,Lisboa,Santa Clara,Maio 2019,2.316
Lisboa,Lisboa,Santa Clara,Abril 2019,2.059
Lisboa,Lisboa,Santa Clara,Março 2019,2.108
Lisboa,Lisboa,Santa Clara,Fevereiro 2019,2.125
Lisboa,Lisboa,Santa Clara,Janeiro 2019,2.183
Lisboa,Lisboa,Santa Clara,Dezembro 2018,2.240
Lisboa,Lisboa,Santa Clara,Novembro 2018,2.258
Lisboa,Lisboa,Santa Clara,Outubro 2018,2.267
Lisboa,Lisboa,Santa Clara,Setembro 2018,2.280
Lisboa,Lisboa,Santa Clara,Agosto 2018,2.368
Lisboa,Lisboa,Santa Clara,Julho 2018,2.444
Lisboa,Lisboa,Santa Clara,Junho 2018,2.462
Lisboa,Lisboa,Santa Clara,Maio 2018,2.385
Lisboa,Lisboa,Santa Clara,Abril 2018,2.382
Lisboa,Lisboa,Santa Clara,Março 2018,2.375
Lisboa,Lisboa,Santa Clara,Fevereiro 2018,2.214
Lisboa,Lisboa,Santa Clara,Janeiro 2018,2.105
Lisboa,Lisboa,Santa Clara,Dezembro 2017,2.020
Lisboa,Lisboa,Santa Clara,Novembro 2017,1.848
Lisboa,Lisboa,Santa Clara,Outubro 2017,1.694
Lisboa,Lisboa,Santa Clara,Setembro 2017,1.701
Lisboa,Lisboa,Santa Clara,Agosto 2017,1.712
Lisboa,Lisboa,Santa Clara,Julho 2017,1.724
Lisboa,Lisboa,Santa Clara,Junho 2017,2.026
Lisboa,Lisboa,Santa Clara,Maio 2017,2.007
Lisboa,Lisboa,Santa Clara,Abril 2017,1.879
Lisboa,Lisboa,Santa Clara,Março 2017,1.755
Lisboa,Lisboa,Santa Clara,Fevereiro 2017,1.851
Lisboa,Lisboa,Santa Clara,Janeiro 2017,1.892
Lisboa,Lisboa,Santa Clara,Dezembro 2016,1.857
Lisboa,Lisboa,Santa Clara,Novembro 2016,1.811
Lisboa,Lisboa,Santa Clara,Outubro 2016,1.843
Lisboa,Lisboa,Santa Clara,Setembro 2016,1.785
Lisboa,Lisboa,Santa Clara,Agosto 2016,1.789
Lisboa,Lisboa,Santa Clara,Julho 2016,1.667
Lisboa,Lisboa,Santa Clara,Junho 2016,1.669
Lisboa,Lisboa,Santa Clara,Maio 2016,1.657
Lisboa,Lisboa,Santa Clara,Abril 2016,1.505
Lisboa,Lisboa,Santa Clara,Março 2016,1.294
Lisboa,Lisboa,Santa Clara,Fevereiro 2016,1.294
Lisboa,Lisboa,Santa Clara,Janeiro 2016,1.424
Lisboa,Lisboa,Santa Clara,Dezembro 2015,1.386
Lisboa,Lisboa,Santa Clara,Novembro 2015,1.465
Lisboa,Lisboa,Santa Clara,Outubro 2015,1.462
Lisboa,Lisboa,Santa Clara,Setembro 2015,1.469
Lisboa,Lisboa,Santa Clara,Agosto 2015,1.486
Lisboa,Lisboa,Santa Clara,Julho 2015,1.583
Lisboa,Lisboa,Santa Clara,Junho 2015,1.562
Lisboa,Lisboa,Santa Clara,Maio 2015,1.525
Lisboa,Lisboa,Santa Clara,Abril 2015,1.461
Lisboa,Lisboa,Santa Clara,Março 2015,1.464
Lisboa,Lisboa,Santa Clara,Fevereiro 2015,n.a.
Lisboa,Lisboa,Santa Clara,Janeiro 2015,1.517
Lisboa,Lisboa,Santa Maria Maior,Dezembro 2019,5.637
Lisboa,Lisboa,Santa Maria Maior,Novembro 2019,5.493
Lisboa,Lisboa,Santa Maria Maior,Outubro 2019,5.494
Lisboa,Lisboa,Santa Maria Maior,Setembro 2019,5.487
Lisboa,Lisboa,Santa Maria Maior,Agosto 2019,5.612
Lisboa,Lisboa,Santa Maria Maior,Julho 2019,5.769
Lisboa,Lisboa,Santa Maria Maior,Junho 2019,5.681
Lisboa,Lisboa,Santa Maria Maior,Maio 2019,5.490
Lisboa,Lisboa,Santa Maria Maior,Abril 2019,5.449
Lisboa,Lisboa,Santa Maria Maior,Março 2019,5.427
Lisboa,Lisboa,Santa Maria Maior,Fevereiro 2019,5.374
Lisboa,Lisboa,Santa Maria Maior,Janeiro 2019,5.438
Lisboa,Lisboa,Santa Maria Maior,Dezembro 2018,5.500
Lisboa,Lisboa,Santa Maria Maior,Novembro 2018,5.447
Lisboa,Lisboa,Santa Maria Maior,Outubro 2018,5.447
Lisboa,Lisboa,Santa Maria Maior,Setembro 2018,5.438
Lisboa,Lisboa,Santa Maria Maior,Agosto 2018,5.410
Lisboa,Lisboa,Santa Maria Maior,Julho 2018,5.333
Lisboa,Lisboa,Santa Maria Maior,Junho 2018,5.161
Lisboa,Lisboa,Santa Maria Maior,Maio 2018,4.869
Lisboa,Lisboa,Santa Maria Maior,Abril 2018,4.741
Lisboa,Lisboa,Santa Maria Maior,Março 2018,4.634
Lisboa,Lisboa,Santa Maria Maior,Fevereiro 2018,4.595
Lisboa,Lisboa,Santa Maria Maior,Janeiro 2018,4.621
Lisboa,Lisboa,Santa Maria Maior,Dezembro 2017,4.468
Lisboa,Lisboa,Santa Maria Maior,Novembro 2017,4.415
Lisboa,Lisboa,Santa Maria Maior,Outubro 2017,4.354
Lisboa,Lisboa,Santa Maria Maior,Setembro 2017,4.336
Lisboa,Lisboa,Santa Maria Maior,Agosto 2017,4.336
Lisboa,Lisboa,Santa Maria Maior,Julho 2017,4.384
Lisboa,Lisboa,Santa Maria Maior,Junho 2017,4.439
Lisboa,Lisboa,Santa Maria Maior,Maio 2017,4.575
Lisboa,Lisboa,Santa Maria Maior,Abril 2017,4.586
Lisboa,Lisboa,Santa Maria Maior,Março 2017,4.582
Lisboa,Lisboa,Santa Maria Maior,Fevereiro 2017,4.534
Lisboa,Lisboa,Santa Maria Maior,Janeiro 2017,4.489
Lisboa,Lisboa,Santa Maria Maior,Dezembro 2016,4.510
Lisboa,Lisboa,Santa Maria Maior,Novembro 2016,4.385
Lisboa,Lisboa,Santa Maria Maior,Outubro 2016,4.178
Lisboa,Lisboa,Santa Maria Maior,Setembro 2016,4.148
Lisboa,Lisboa,Santa Maria Maior,Agosto 2016,4.077
Lisboa,Lisboa,Santa Maria Maior,Julho 2016,3.977
Lisboa,Lisboa,Santa Maria Maior,Junho 2016,4.060
Lisboa,Lisboa,Santa Maria Maior,Maio 2016,4.058
Lisboa,Lisboa,Santa Maria Maior,Abril 2016,4.080
Lisboa,Lisboa,Santa Maria Maior,Março 2016,4.148
Lisboa,Lisboa,Santa Maria Maior,Fevereiro 2016,3.844
Lisboa,Lisboa,Santa Maria Maior,Janeiro 2016,3.453
Lisboa,Lisboa,Santa Maria Maior,Dezembro 2015,3.161
Lisboa,Lisboa,Santa Maria Maior,Novembro 2015,3.115
Lisboa,Lisboa,Santa Maria Maior,Outubro 2015,3.162
Lisboa,Lisboa,Santa Maria Maior,Setembro 2015,3.061
Lisboa,Lisboa,Santa Maria Maior,Agosto 2015,3.087
Lisboa,Lisboa,Santa Maria Maior,Julho 2015,2.806
Lisboa,Lisboa,Santa Maria Maior,Junho 2015,n.a.
Lisboa,Lisboa,Santa Maria Maior,Maio 2015,n.a.
Lisboa,Lisboa,Santa Maria Maior,Abril 2015,n.a.
Lisboa,Lisboa,Santa Maria Maior,Março 2015,n.a.
Lisboa,Lisboa,Santa Maria Maior,Fevereiro 2015,2.496
Lisboa,Lisboa,Santa Maria Maior,Janeiro 2015,2.549
Lisboa,Lisboa,Santo António,Dezembro 2019,6.517
Lisboa,Lisboa,Santo António,Novembro 2019,6.558
Lisboa,Lisboa,Santo António,Outubro 2019,6.559
Lisboa,Lisboa,Santo António,Setembro 2019,6.531
Lisboa,Lisboa,Santo António,Agosto 2019,6.505
Lisboa,Lisboa,Santo António,Julho 2019,6.593
Lisboa,Lisboa,Santo António,Junho 2019,6.529
Lisboa,Lisboa,Santo António,Maio 2019,6.302
Lisboa,Lisboa,Santo António,Abril 2019,6.241
Lisboa,Lisboa,Santo António,Março 2019,6.240
Lisboa,Lisboa,Santo António,Fevereiro 2019,6.257
Lisboa,Lisboa,Santo António,Janeiro 2019,6.270
Lisboa,Lisboa,Santo António,Dezembro 2018,6.218
Lisboa,Lisboa,Santo António,Novembro 2018,6.146
Lisboa,Lisboa,Santo António,Outubro 2018,6.098
Lisboa,Lisboa,Santo António,Setembro 2018,5.995
Lisboa,Lisboa,Santo António,Agosto 2018,5.699
Lisboa,Lisboa,Santo António,Julho 2018,5.730
Lisboa,Lisboa,Santo António,Junho 2018,5.744
Lisboa,Lisboa,Santo António,Maio 2018,5.724
Lisboa,Lisboa,Santo António,Abril 2018,5.677
Lisboa,Lisboa,Santo António,Março 2018,5.677
Lisboa,Lisboa,Santo António,Fevereiro 2018,5.651
Lisboa,Lisboa,Santo António,Janeiro 2018,5.787
Lisboa,Lisboa,Santo António,Dezembro 2017,5.778
Lisboa,Lisboa,Santo António,Novembro 2017,5.749
Lisboa,Lisboa,Santo António,Outubro 2017,5.766
Lisboa,Lisboa,Santo António,Setembro 2017,5.750
Lisboa,Lisboa,Santo António,Agosto 2017,5.822
Lisboa,Lisboa,Santo António,Julho 2017,5.709
Lisboa,Lisboa,Santo António,Junho 2017,5.616
Lisboa,Lisboa,Santo António,Maio 2017,5.522
Lisboa,Lisboa,Santo António,Abril 2017,5.539
Lisboa,Lisboa,Santo António,Março 2017,5.408
Lisboa,Lisboa,Santo António,Fevereiro 2017,5.445
Lisboa,Lisboa,Santo António,Janeiro 2017,5.473
Lisboa,Lisboa,Santo António,Dezembro 2016,5.670
Lisboa,Lisboa,Santo António,Novembro 2016,5.968
Lisboa,Lisboa,Santo António,Outubro 2016,5.865
Lisboa,Lisboa,Santo António,Setembro 2016,5.623
Lisboa,Lisboa,Santo António,Agosto 2016,5.270
Lisboa,Lisboa,Santo António,Julho 2016,5.190
Lisboa,Lisboa,Santo António,Junho 2016,5.244
Lisboa,Lisboa,Santo António,Maio 2016,5.262
Lisboa,Lisboa,Santo António,Abril 2016,4.312
Lisboa,Lisboa,Santo António,Março 2016,3.800
Lisboa,Lisboa,Santo António,Fevereiro 2016,3.316
Lisboa,Lisboa,Santo António,Janeiro 2016,3.346
Lisboa,Lisboa,Santo António,Dezembro 2015,4.235
Lisboa,Lisboa,Santo António,Novembro 2015,4.232
Lisboa,Lisboa,Santo António,Outubro 2015,3.466
Lisboa,Lisboa,Santo António,Setembro 2015,2.677
Lisboa,Lisboa,Santo António,Agosto 2015,2.739
Lisboa,Lisboa,Santo António,Julho 2015,2.652
Lisboa,Lisboa,Santo António,Junho 2015,2.618
Lisboa,Lisboa,Santo António,Maio 2015,2.501
Lisboa,Lisboa,Santo António,Abril 2015,2.482
Lisboa,Lisboa,Santo António,Março 2015,2.429
Lisboa,Lisboa,Santo António,Fevereiro 2015,2.418
Lisboa,Lisboa,Santo António,Janeiro 2015,2.329
Lisboa,Lisboa,São Domingos de Benfica,Dezembro 2019,3.712
Lisboa,Lisboa,São Domingos de Benfica,Novembro 2019,3.750
Lisboa,Lisboa,São Domingos de Benfica,Outubro 2019,3.796
Lisboa,Lisboa,São Domingos de Benfica,Setembro 2019,3.754
Lisboa,Lisboa,São Domingos de Benfica,Agosto 2019,3.755
Lisboa,Lisboa,São Domingos de Benfica,Julho 2019,3.682
Lisboa,Lisboa,São Domingos de Benfica,Junho 2019,3.651
Lisboa,Lisboa,São Domingos de Benfica,Maio 2019,3.633
Lisboa,Lisboa,São Domingos de Benfica,Abril 2019,3.645
Lisboa,Lisboa,São Domingos de Benfica,Março 2019,3.682
Lisboa,Lisboa,São Domingos de Benfica,Fevereiro 2019,3.635
Lisboa,Lisboa,São Domingos de Benfica,Janeiro 2019,3.725
Lisboa,Lisboa,São Domingos de Benfica,Dezembro 2018,3.768
Lisboa,Lisboa,São Domingos de Benfica,Novembro 2018,3.757
Lisboa,Lisboa,São Domingos de Benfica,Outubro 2018,3.746
Lisboa,Lisboa,São Domingos de Benfica,Setembro 2018,3.676
Lisboa,Lisboa,São Domingos de Benfica,Agosto 2018,3.634
Lisboa,Lisboa,São Domingos de Benfica,Julho 2018,3.607
Lisboa,Lisboa,São Domingos de Benfica,Junho 2018,3.608
Lisboa,Lisboa,São Domingos de Benfica,Maio 2018,3.566
Lisboa,Lisboa,São Domingos de Benfica,Abril 2018,3.562
Lisboa,Lisboa,São Domingos de Benfica,Março 2018,3.650
Lisboa,Lisboa,São Domingos de Benfica,Fevereiro 2018,3.624
Lisboa,Lisboa,São Domingos de Benfica,Janeiro 2018,3.595
Lisboa,Lisboa,São Domingos de Benfica,Dezembro 2017,3.750
Lisboa,Lisboa,São Domingos de Benfica,Novembro 2017,3.745
Lisboa,Lisboa,São Domingos de Benfica,Outubro 2017,3.354
Lisboa,Lisboa,São Domingos de Benfica,Setembro 2017,3.286
Lisboa,Lisboa,São Domingos de Benfica,Agosto 2017,3.247
Lisboa,Lisboa,São Domingos de Benfica,Julho 2017,3.209
Lisboa,Lisboa,São Domingos de Benfica,Junho 2017,3.275
Lisboa,Lisboa,São Domingos de Benfica,Maio 2017,3.317
Lisboa,Lisboa,São Domingos de Benfica,Abril 2017,3.064
Lisboa,Lisboa,São Domingos de Benfica,Março 2017,3.067
Lisboa,Lisboa,São Domingos de Benfica,Fevereiro 2017,2.850
Lisboa,Lisboa,São Domingos de Benfica,Janeiro 2017,2.908
Lisboa,Lisboa,São Domingos de Benfica,Dezembro 2016,2.868
Lisboa,Lisboa,São Domingos de Benfica,Novembro 2016,2.555
Lisboa,Lisboa,São Domingos de Benfica,Outubro 2016,2.488
Lisboa,Lisboa,São Domingos de Benfica,Setembro 2016,2.496
Lisboa,Lisboa,São Domingos de Benfica,Agosto 2016,2.327
Lisboa,Lisboa,São Domingos de Benfica,Julho 2016,2.246
Lisboa,Lisboa,São Domingos de Benfica,Junho 2016,2.277
Lisboa,Lisboa,São Domingos de Benfica,Maio 2016,2.311
Lisboa,Lisboa,São Domingos de Benfica,Abril 2016,2.401
Lisboa,Lisboa,São Domingos de Benfica,Março 2016,2.465
Lisboa,Lisboa,São Domingos de Benfica,Fevereiro 2016,2.504
Lisboa,Lisboa,São Domingos de Benfica,Janeiro 2016,2.379
Lisboa,Lisboa,São Domingos de Benfica,Dezembro 2015,2.262
Lisboa,Lisboa,São Domingos de Benfica,Novembro 2015,2.170
Lisboa,Lisboa,São Domingos de Benfica,Outubro 2015,1.953
Lisboa,Lisboa,São Domingos de Benfica,Setembro 2015,1.838
Lisboa,Lisboa,São Domingos de Benfica,Agosto 2015,1.831
Lisboa,Lisboa,São Domingos de Benfica,Julho 2015,1.744
Lisboa,Lisboa,São Domingos de Benfica,Junho 2015,1.676
Lisboa,Lisboa,São Domingos de Benfica,Maio 2015,1.788
Lisboa,Lisboa,São Domingos de Benfica,Abril 2015,1.789
Lisboa,Lisboa,São Domingos de Benfica,Março 2015,1.844
